6.081964535115287618e-02 1.245546725312958285e-02 -2.363220015486679482e-01 -2.059717646352661191e-01 9.091297176596973006e-01 3.968038967452081067e-01
9.841377884869463577e-02 3.400027537329157468e-02 -2.333658408646190341e-01 -8.871606872214501394e-01 8.107966017637280309e-01 1.599868959395656098e-01
9.088834649394168796e-02 4.847440347528762100e-02 -2.274032037883548796e-01 -6.269745846315992743e-01 4.437865326940650945e-01 8.736845715578256399e-01
9.307531919207821802e-02 3.547984735636414838e-02 -2.332078059322751917e-01 -5.400908154661501204e-01 8.742342188998222241e-01 -3.793466902436626320e-02
7.824484575596388214e-02 -4.377947853633770529e-03 -2.579288214757958775e-01 -2.689926777852682527e-01 -4.567134719156081823e-01 -5.498243961596522844e-01
4.111003499694722979e-02 9.126191280613784457e-03 -2.426619814169782563e-01 -1.126642806421027654e-01 1.934212658156326814e-01 6.902791910831154176e-01
3.728189823237575834e-02 -4.501371346558498583e-03 -2.541361580386189978e-01 5.490452812986199582e-01 -3.105437452609022264e-01 -8.861471004523184813e-01
3.764032814165147595e-02 -1.553712501252160413e-02 -2.458546850307600506e-01 -6.642331116232358390e-01 -1.843096680102133678e-01 7.770337522779802164e-01
4.348301201460281346e-02 6.722443161913431442e-02 -2.231813585390050036e-01 -2.815819245869581877e-01 -1.803045173019593994e-01 8.222310879730023725e-01
6.540361036309241816e-02 2.329837237587525922e-02 -2.404209059547916250e-01 -5.634514902450917795e-01 9.916066076725011946e-01 2.668001103609625169e-01
9.651736972578675577e-02 9.653784053093847350e-03 -2.203863415324376074e-01 3.365575917280296814e-01 9.743665480874128537e-01 2.294195660500704115e-01
7.830070249101600544e-02 -9.912853304357012799e-03 -2.259488926717289348e-01 4.699732545604387024e-01 8.684876184791539000e-01 3.784998394638650066e-01
7.460685654009696632e-02 3.323791466481688939e-02 -2.295482447973649920e-01 -5.755907332397207643e-01 7.769047163198925521e-01 8.818448839209371837e-01
6.455349869239514204e-02 4.205096709539574845e-02 -2.314891039660361416e-01 2.482557191348571113e-01 -1.424489398040555410e-01 5.683845282435702195e-01
3.181541549631897170e-02 1.347831844242707022e-02 -2.526494518330921757e-01 -5.694869044556547522e-01 -2.164367308924040612e-01 2.271654888818175344e-02
5.320413441655311854e-02 -2.043180238347475086e-02 -2.387943187591583249e-01 8.549222690966733484e-01 7.683735268012048536e-01 -6.554367423795364189e-01
9.392971867705993128e-02 -6.391108384643154339e-02 -2.224259806682682972e-01 5.705209207404899896e-01 4.102725716616142382e-01 -9.780805838174475575e-01
7.275033632779313864e-02 -1.190077338961385324e-02 -2.440438598441028173e-01 -1.924528704629506759e-01 1.601742811587848481e-01 5.728260817581214415e-01
6.244920179787817605e-02 2.012538370812224850e-02 -2.394247732448547272e-01 1.049417673843642262e-01 6.668398481633612818e-01 -2.220741191808761616e-01
9.050703963001263674e-02 -2.300524740762420819e-02 -2.463694465956113855e-01 -4.497371237692699975e-01 5.140247908978305968e-01 -6.496013072747859329e-01
1.083721812268279711e-01 -1.354304570583126721e-03 -2.409323902701103470e-01 -7.019642660151685920e-01 9.666055175029237834e-01 -9.583485566852651960e-01
1.047086188308148369e-01 -2.177838602712560759e-02 -2.255860537802100996e-01 4.589802732847407807e-01 8.172436461801213525e-01 -2.785669856828132396e-01
9.335424517123623589e-02 2.293989013060325488e-02 -2.336822196565835619e-01 -9.829178439047181470e-01 9.631562621127005563e-01 7.608911647297296188e-01
7.702765211392076372e-02 5.455971204629018328e-02 -2.219085646316285854e-01 3.308150007639145684e-01 -1.991487704640541034e-01 6.423361556873630196e-01
3.187403973251735911e-02 3.009853486608692064e-02 -2.390500797877356809e-01 -5.532099697926586845e-01 4.158158779936371729e-02 7.503073744687791535e-01
4.758335673775313662e-02 3.898879556988778250e-02 -2.297404594038707781e-01 -1.105304962165354343e-01 4.901489196849837526e-01 6.132086411572545970e-01
6.865324520264895480e-02 -5.386317976229183270e-03 -2.562181102811847966e-01 -2.720087660982180022e-01 1.817984334424747050e-01 -7.306535327540721880e-01
8.499368240079822889e-02 -4.424145053579173203e-02 -2.313951897320886408e-01 8.778191984125383041e-01 7.470825873084692148e-01 -7.890596393371438477e-01
9.510854008537986126e-02 -2.524570366988188388e-02 -2.269864031490401168e-01 -1.393041380131698759e-01 8.250185836280496954e-01 2.661690138836962927e-01
8.855103705892350408e-02 1.997414744313577920e-02 -2.453723563686856513e-01 -3.916072825883203379e-01 4.843282885673265703e-01 -5.669823884831570737e-01
